,tweet
3499,"['love', 'music', 'video', 'belong', 'taylor']"
3500,"['lend', 'one', 'i', 'cold']"
3501,"['got', 'appt', 'w', 'doctor', 'pm', 'today', 'look', 'bite', 'hoping', 'is', 'not', 'infection', 'i', 'need', 'powerful', 'anti', 'itch', 'cream']"
3502,"['finally', 'bed', 'i', 'say', 'i', 'evening', 'i', 'am', 'ready', 'tackle', 'work', 'week', 'weekend', 'stor']"
3503,"['true', 'cause', 'having', 'dirty', 'thought', 'lol', 'dude', 'huh', 'xoxo']"
3504,"['maybe', 'u', 'coffee', 'machine', 'new', 'desk', 'appropri']"
3505,['go']
3506,"['concur', 'people', 'cannot', 'wait', 'don', 't', 'stop', 'making', 'va', 'when', 'cloud', 'commodity', 'cross', 'cloud']"
3507,"['helloooo', 'star', 'war', 'day', 'cool', 'lool', 'wen', 'cnaterbury', 'x']"
3508,"['it', 's', 'bad', 'do', 'not', 'combine', 'fx', 'nice', 'i', 'like', 'window', 'x', 'better', 'vista', 'far', 'to', 'vista', 'win', 'me', 'reborn']"
3509,"['btw', 'hey', 'ppl', 'lol', 'tgif', 'hopefully', 'ur', 'day', 'gr8', 'mine', 'aight', 'feeling', 'like', 'kinda', 'sux', 'i', 'got', 'plan', 'wknd']"
3510,"['tapit', 'e446wwhllyar', 'tk3h6694prmp', 'r46tahxefkt', 'reply', 'win', 'thanks']"
3511,"['taking', 'local', 'art']"
3512,"['new', 'photo', 'im', 'hungry', 'getting', 'now']"
3513,"['good', 'taste', 'art', 'cabinet', 'appts', 'not']"
3514,"['got', 'home', 'school', 'wake', 'friend', 's', 'father', 'tired']"
3515,"['i', 'would', 'love', 'have', 'not', 'tak']"
3516,"['i', 'right', 'here', 'do', 'not', 'worri']"
3517,"['it', 'is', 'weekend', 'it', 's', 'great', 'i', 'saw', 'rest', 'twilight', 'tonight', 'read', 'fininsh', 'break', 'know', 'could', 'i', 'that']"
3518,"['i', 'wanted', 'say', 'best', 'screen', 'ever', 'that', 'all']"
3519,"['wasnt', 'sad', 'd', 'good']"
3520,"['sleep', 'i', 'm', 'super', 'duper', 'duper', 'excited', 'pour', 'la', 'paris', 'love', 'city']"
3521,"['i', 'am', 'day', 'late', 'happy', 'birthday', 'hahahaha']"
3522,"['i', 'will', 'help', 'pay', 'reactiv']"
3523,"['week', 'till', 'exam', 'block']"
3524,"['i', 'need', 'follower']"
3525,"['hiii', 'im', 'ipod', 'i', 'fall', 'asleep']"
3526,"['birthday', 'chicken']"
3527,"['haha', 'i', 'know', 'and', 'i', 'need', 'new', 'car', 'too', 'oh', 'p', 'i', 'got', 'speeding', 'ticket']"
3528,"['sad', 'dead', 'is']"
3529,"['dont', 'me', 'u', 'tomorrow', 'muah']"
3530,"['chocolate', 'peanut', 'butter', 'one', 'favorite', 'combon']"
3531,"['glass', 'cold', 'water', 'meditate', 'bit', '3']"
3532,"['minute', 'class', 'again', 'it', 'kinda', 'sad', 'cause', 'class', 'fun']"
3533,"['hmph', 'this', 'near', 'effective', 'min', 'ago', 'i', 'wonder', 'coincidence', 'follower', 'report', 'ur', 'find']"
3534,"['back', 'vet', 'is', 'not', 'good']"
3535,"['great', 'time', 'night', 'eye', 'burning', 'hurt', 'bad']"
3536,"['in', 'honour', 'i', 'fired', 'new', 'hope', 'dvd', 'player', 'thx', 'glori']"
3537,"['sadly', 'i', 'live', 'boring', 'city', 'usa', 'here']"
3538,"['need', 'hot', 'green', 'tea', 'i', 'sleep']"
3539,"['salt', 'vinegar']"
3540,"['i', 'cannot', 'direct', 'message', 'free', 'lunch']"
3541,"['sorry', 'that', 'i', 'got', 'follower', 'catching', 'up', 'i', 'follow', 'folk', 'includ']"
3542,"['bf', 'dad', 'week', 'end', 'day', 'bordom']"
3543,"['i', 'am', 'new', 'french', 'girl', 'twitter', 'and', 'i', 'speak', 'english', 'bad']"
3544,"['yeah', 'did', 'explain']"
3545,"['yup', 'too', 'spending', 'time', 'mom', 'si', 'aunt', 'have', 'a', 'great', 'mother', 'day']"
3546,['waaa']
3547,"['why', 'ha', 'not', 'called', 'i', 'am', 'blown', 'again']"
3548,"['i', 'went', 'limit', 'action', 'hour', 'twitter', 'client', 'hate', 'limit']"
3549,"['i', 'need', 'break', 'pfff', 'work', 'suck', 'will', 'myrtle', 'beach', 'sc', 'day', 'thing', 'like', 'soooo', 'happy', 'woeiwoeiwoei']"
3550,"['sunburnt', 'gutted', 'hope', 'it', 'is', 'faded', 'tmw']"
3551,"['good', 'morning', 'thank', 're', 'tweet', 'have', 'great', 'day', 'yourself']"
3552,"['today', 'salute', 'mother', 'honour', 'feminine', 'and', 'time', 'b']"
3553,"['thanks', 'joeman']"
3554,"['_hawt', 'hmm', 'interesting', 'choice']"
3555,"['my', 'puppy', 'gizmo', 'h8s', 'me', 'haha', 'he', 'growl', 'me', 'i', 'look', 'long', 'pruple', 'scar', 'fingi']"
3556,"['making', 'mashed', 'potato', 'vegies', 's', 't', 'bone', 'steak', 'get', 'hom']"
3557,"['lol', 'do', 'not', 'rub']"
3558,"['surf', 's', 'week', 'starting', 'afternoon']"
3559,"['awe', 'work', 'bbq', 'moi', 'weekend']"
3560,"['the', 'day', 'i', 'hair', 'weather', 'suck', 'sun']"
3561,"['i', 'did', 'not', 'job', 'i', 'applying', 'school', 'i', 'want', 'teach']"
3562,"['wanna', 'know', 'fun', 'way', 'wake', 'up', 'having', 'panic', 'attack', 'able', 'breath', 'reason', 'suck']"
3563,"['to', 'long', 'day', 'short', 'i', 'nothing', 'well', 'i', 'friend', 'left', '3', '55am', 'we', 'drinking', 'smash']"
3564,"['thanks', 'much', 'love', 'fanmail', 'talk', 'anytim']"
3565,"['wgn', 'chicago', 'calm', 'airing', 'idea', 'day', 'changed', 'programing', 'sound', 'bite', 'shout']"
3566,"['that', 's', 'dope', 'stay', 'troubl']"
3567,"['oh', 'god', 'you', 'are', 'adorable', 'ilove', 'inspiration', 'nick']"
3568,"['awe', 'did', 'not', 'know', 'cat', 'got', 'skin', 'canc']"
3569,"['_lou', 'hahah', 'hopefully', 'enjoy', 'day']"
3570,"['if', 'i', 'end', 'working', 'dc', 'gmu', 'short', 'list', 'master', 'no', 'started', 'sys', 'eng', 'program', 's', 'finished']"
3571,"['tati', 'i', 'sent', 'emal', 'doll', 'it']"
3572,"['bored', 'um', 'song', 'day', 'i', 'caught', 'paramore', 'no', 'good', 'deed', 'musical', 'wicked', 'oh', 'and', 'fully', 'alive', 'flyleaf']"
3573,"['hair', 'hurt']"
3574,"['think', 'okay', 'goodluck', 'ako']"
3575,"['twistory', 'making', 'yeah', 'i', 'stol']"
3576,"['people', 'pisssing', 'offf', 'ugh']"
3577,"['seen', 'load', 'new', 'photo', 'stuff', 'new', 'moon', 'wait', 'lol', 'l', 'taylor', 'lautner', 'lol', 'take', 'shirt', 'time', 'yum', 'lol']"
3578,"['soetimes', 'i', 'envy', 'spent', 'life', 'place', 'deep', 'root', 'grass', 'syndrome']"
3579,"['yeah', 'bit', 'overheating', 'bit', 'ac', 'died']"
3580,"['ok', 'i', 'm', 'lil', 'happier', 'now', 'hope', 'fixd', 'email', 'hope', 'were', 'not', 'hacked', 'suspicious']"
3581,"['awww', 'watching', 'y', 'o', 'britney', 'snl', 'she', 'is', 'young', 'cute', 'funny', 'miss', 'britney']"
3582,"['the', 'wedding', 'gone', 'home', 'newlywed', 'canada', 'finally', 'quiet', 'and', 'i', 'am', 'late', 'work']"
3583,"['work', 'soon', 'lame', 'going', 'miss', 'go', 'lakers', 'hope', 'win']"
3584,"['looking', 'forward', 'mandarin', 'album', 'hope', 'come', 'singapor']"
3585,"['tom', 'u', 'hahahahahahhah', 'he', 'is', 'bff']"
3586,"['heh', 'thats', 'theme', 'i']"
3587,"['wahey', 'fancy', 'meeting', 'thanks', 'tweet', 'great', 'twitt']"
3588,"['ugh', 'sure', 'patience', 'remaining', 'intelligence', 'point', 'day', 'week', 'refactor', 'rewrite', 'package', 'cod']"
3589,"['wishing', 'paulo', 'fortunately', 'went', 'brasilia', 'one', 'haha']"
3590,"['loved', 'comment', 'flashcads', 'i', 'am', 'old', 'school', 'too']"
3591,['day']
3592,"['havee', 'im', 'james', 'r', 'yesterdayy', 'im', 'learning', 'quote']"
3593,"['listening', 'music', 'texting', 'umm', 'msn', 'lol', 'bit', 'bored', 'lol', 'garth', 'brook', 'wooo', 'love', 'hehe', '3']"
3594,"['i', 'am', 'originally', 'seattle', 'i', 'have', 'lived', 'else', 'including', 'many', 'place', 'south']"
3595,"['day', 'new', 'begin']"
3596,"['sound', 'like', 'fun', 'lol', 'at', 'hair', 'right', 'weekend']"
3597,"['still', 'dealing', 'bit', 'pain', 'jump', 'soon', 'lay', 'down', 'very', 'frustrating', 'thanks', 'ask']"
3598,"['_rashid', 'reeeaaaally', 'though', 'ew', 'hate', 'stock']"
3599,"['now', 'i', 'feel', 'sick']"
3600,"['nice', 'new', 'profile', 'picture', 'glad', 'friend']"
3601,"['_mcflyandjb', 'heaven', 'i', 'l']"
3602,"['addicted', 'glee', 'watching', 'video', 'again', 'i']"
3603,"['sorry', 'disappoint', 'not', 'big', 'nascar', 'fan', 'i', 'am', 'all', 'around', 'decent', 'redneck', 'that']"
3604,"['i', 'sun', 'come', 'up', 'all', 'bit', 'sore', 'today', 'life', 'grand', 'tomorrow', 'new', 'day', 'sleep', 'well', 'friend']"
3605,"['girl', 'buying', 'posting', 'pressie', 'tomorrow', 'clue', 'i', 'm', 'sorry', 'h']"
3606,"['omgsh', 'know', 'i', 'm', 'dealing', 'rite', 'now', 'fun']"
3607,"['hug', 'yep', 'i', 'hate', 'meself']"
3608,"['washer', 'se', 'chingo', 'ha', 'ha', 'i', 'am', 'busting', 'grandma', 'lucia', 'waaaaay', 'early', 's', 'lol']"
3609,"['goodnight', 'happy', 'mother', 'day', 'to', 'all', 'the', 'mami', 's', 'on', 'twitt']"
3610,"['i', 'think', 'i', 'kirk', 'i', 'probably', 'stolen', 'sweet', 'ride', 'too', 'fancy', 'car', 'phone', 'ya', 'talk', 'gg']"
3611,"['my', 'monday', 'going', 'extremely', 'well', 'not', 'i', 'expected', 'all']"
3612,"['good', 'morning', 'looking', 'forward', 'to', 'listening', 'to', 'the', 'prodigy', 'on', 'radio', 'big', 'weekend', 'brought', 'their', 'album', 'yesterday', 'amaize', 'tbqh', 'x']"
3613,['em']
3614,"['venessa', 'me']"
3615,"['miss', 'too', 'need', 'talk', 'you', 'screwing', 'lovee', 'u']"
3616,"['grandpa', 'telling', 'cut', 'human', 'body', 'med', 'school']"
3617,"['_', 'hmm', 'thats', 'bu', 'tour', 'list', 'but', 'thats', 'cool']"
3618,"['just', 'hair', 'cut', 'look', 'like']"
3619,"['rt', 'entertainment', 'night', 'bring', 'favourite', 'mp3s', 'way', 'enjoy', 'mu']"
3620,"['trying', 'figure', 'personalize', 'downloaded', 'wordpress', 'blog', 'not', 'easy', 'i', 'hoping', 'any', 'suggestion']"
3621,"['_geronimo', 'thanks', 'sharing', 'friend']"
3622,"['i', 'know', 'im', 'excited', 'we', 'earlierrr', 'afternoon', 'i', 'love', 'tooz', '3']"
3623,"['any', 'city', 'person', 'want', 'trade', 'n', 'live', 'country', 'house', 'come', 'w', 'racoon', 'n', 'skunk', 'livin', 'deck', 'sigh']"
3624,"['time', 'clean', 'up']"
3625,"['going', 'work', 'nightshift']"
3626,"['nan', 's', 'house', 'eating', 'fish', 'chip', 'watching', 'top', 'gear', 'good', 'time']"
3627,"['a', 'today', '_a_bo0', 'i', 'going', 'year', 'best', 'year']"
3628,"['don', 't', 'mom', 'tomorrow', 'mother', 'day']"
3629,"['ok', 'all', 'couple', 'thing', 'late', 'stuff', 'got', 'lot', 'fun']"
3630,"['good', 'luck', 'final']"
3631,"['word', 'yer', 'mother', 'm']"
3632,"['haha', 'well', 'kinda', 'i', 'am', 'mommy', 'lil', 'pom', 'chi', 'hehe', 'thank', 'you']"
3633,"['re', 'direct', 'energy', 'creating', 'men', 's', 'jewelry', 'and', 'frequent', 'walk', 'too']"
3634,"['cool', 'i', 'live', 'house', 'left', 'place', 'always', 'go']"
3635,"['thanks', 'the', 'elephant', 'look', 'magnificent', 'this', 'miss', 'stupid', 'restriction', 'g', 'pleease', 'cheap']"
3636,"['well', 'i', 'i', 'x', 'spammer', 'watchin']"
3637,"['download', 'failed', 'my', 'phone', 'like', 'phone']"
3638,"['how', 'i', 'wish', 'i', 'day', 'off', 'row', 'day', 'rest', 'day', 'on', 'day', 'off', 'day', 'on', 'day', 'off', 'ugh']"
3639,"['sitting', 'yearbook', 'room', 'attempting', 'figure', 'asap', 'lol']"
3640,"['going', 'bed', 'talk', 'ya', 'later', 'goodnight', 'birdie', 'lol']"
3641,"['just', 'came', 'hanging', 'friend', 'cocktail', '3', 'i', 'am', 'drunk', 'feeling', 'good', 'hope', 'everyone', 's', 'well']"
3642,"['dear', 'mikey', 'robin', 'nah', 'you', 'have', 'heard']"
3643,"['tgif', 'but', 'sad', 'day', 'i', 'work', 'favorite', 'tv', 'report']"
3644,"['doin', 'crocodile', 'rock']"
3645,"['giv', 'ya', 'mom', 'n', 'gman', 'happy', 'mother', 'day']"
3646,['for']
3647,"['know', 'but']"
3648,"['awesome', 'fortune', 'cookie', 'i', 'think', 'will', 'exotic', 'place', 'hope', 'well']"
3649,"['ii', 'working', 'want', 'geordanos', 'crust', 'cheese', 'black', 'olive', 'peperoni', 'mushroom', 'pizza']"
3650,"['i', 'am', 'miserable', 'boredom']"
3651,"['thundered', 'reallyreally', 'loud', 'work', 'little', 'boy', 'started', 'cry', 'i', 'wanted', 'too', 'i', 'hate', 'storm', 'wah']"
3652,"['wishing', 'there', 'place', 'they', 've', 'got', 'scott', 'bedbury', 'more', 'poor']"
3653,"['_cath', 'couple', 'year', 'i', 'knew', 'i', 'could', 'not', 'awhile', 'here', 'are']"
3654,"['umm', 'yeah', 'that', 's', 'probably', 'pretty', 'good', 'note', 'self', 'eeeeeewwwwwwww']"
3655,"['im', 'cold', 'hoodi']"
3656,"['showin', 'love', 'ya', 'i', 'm', 'gonna', 'miss', 'greg', 'beeman', 's', 'directing', 'season', 'ya', 'll', 's', 'commentary', 'r', 'funni']"
3657,"['haha', 'thought', 'that']"
3658,"['haha', 'better', 'drunken', 'tweeting', 'mean']"
3659,"['esp', 'twitter', 'access', 'party', 'never', 'stop', 'at', 'nite', 'cuz', 'it', 'is', 'daylight', 'somewhere', 'world']"
3660,"['thats', 'moan', 'day']"
3661,"['i', 'queue', 'cake', 'standing', 'slight', 'look', 'deranged', 'anticipation', 'face']"
3662,"['happy', 'birthday', 'keshia', 'keshia', 'bo', 'beshia']"
3663,"['yaaay', 'u', 'cleaning', 'ur', 'room', 'i', 'said', 'hi', 'u', 'day', 'u', 'didnt', 'writ']"
3664,"['i', 'miss', 'old', 'ha', 'ha', 'i', 'cannot', 'tell', 'person', 's', 'name']"
3665,"['very', 'true', 'and', 'behaved', 'woman', 'rarely', 'history']"
3666,"['nice', 'pic', 'u', 'imagine', 'thought']"
3667,"['and', 'it', 'i', 'online', 'i', 'log', 'habbo']"
3668,"['seriously', 'getting', 'hurt', 'day', 'national', 'jok']"
3669,"['living', 'lif']"
3670,"['funny', 'profiled', 'like', 'wtf', 'i', 'am', 'kinda', 'heated', 'ugh']"
3671,"['feelin', 'well', 'feel', 'sooooo', 'weak', 'i', 'hate', 'bein', 'sick', 'summ']"
3672,"['morning', 'jo']"
3673,"['miss', 'youhhhhhhh', 'ci', 'tell', 'dem', 'japenese', 'ppl', 'yu', 'sumthinnn', 'ya', 'twit', 'fam', 'miss', 'supa', 'c']"
3674,[]
3675,"['sorry', 'i', 'cannot', 'help', 'it', 'hopefully', 'rub', 'you']"
3676,"['call', 'anymor']"
3677,"['migranes', 'suck', 'especially', 'kid', 'suddenly', 'hyper']"
3678,"['working', 'financial', 'project', 'definitely', 'having', 'fun', 'weekend', 'i', 'want', 'spend', 'wit', 'baaaby', 'waaaah']"
3679,"['_brown', 'damnit', 'i', 'accidentally', 'instead']"
3680,"['reeesee', 'cup']"
3681,"['rice', 'ready', 'eat', 'off', 'watch', 'comet', 'the', 'important', 'music', 'price', 'germany', 'wow', 'n', 'lisa', 'arrives', 'p', 'm', 'still', 'hour']"
3682,"['it', 's', 'tough', 'life', 'lead']"
3683,"['havnt', 'gotten', 'month', 'ex', 'dating', 'is', 'not', 'spark', 'anymore', 'love', 'loser', 'left']"
3684,"['hahahha', 'day', 'cool', 'nothing', 'open', 'like', 'isolated', 'haha', 'cool']"
3685,"['nugget', 'game', 'everyoneeeee']"
3686,"['i', 'jonas', 'second', 'episode', 'aww', 'nick', 'handsom']"
3687,"['_elaine', 'lol', 'y', 'ya', 'twitts', 'tha', 'time', 'n', 'didnt', 'till', 'right', 'lol', 'u', 'mine', 'twitta']"
3688,"['great', 'shot', 'yesterday', 'editing', 'p']"
3689,"['currently', 'watching', 'american', 'idol']"
3690,"['southridge', 'moved', 'week', 'later', 'cause', 'swine', 'flu', 'think']"
3691,"['sitting', 'parking', 'lot', 'by', 'miss', 'baby', 'couple', 'min', 'til', 'gotta', 'deal', 'i', 'm', 'peacin', 'hitting', 'gym']"
3692,"['_0', 'wow', 'blogging', 'eh', 'huggles']"
3693,"['following', '_aisa', 'these', 'guy', 'shifty', 'worth', 'following', 'regardless']"
3694,"['too', 'busy', 'work', 'today', 'trash', 'cube', 'vacationing', 'team', 'memb']"
3695,"['dreamt', 'monster', 'night', 'like', 'little', 'girl']"
3696,"['lo', 'siento', 'i', 'dint', 'room']"
3697,"['you', 'i', 'ex', 'baristas', 'commonality', 'ftw']"
3698,"['_benson', 'it', 's', 'raining', 'i', 'am', 'i', 'wish', 'wasn', 't']"
3699,"['i', 'love', 'you', 'mom', 'alwayyyyyyyssssssss']"
3700,"['got', 'mcdonalds', 'surpisingly', 'popular', 'drunk', 'food', 'option', 'suck', 'diner', 'are', 'not', 'hr', 'anymor']"
3701,"['waitin', 'dr', 'dee', 'lunch', 'beautiful', 'lady', 'gym', 'yeah', 'need', 'loose']"
3702,"['the', 'sun', 'gone', 'in']"
3703,"['frat', 'that', 's', 'bad', 'should', 'good', 'at', 'i', 'am', 'hoping', 'so', 'esp', 'it', 'is', 'bk']"
3704,"['gosh', 'need', 'rude']"
3705,"['awe', 'wit', 'snap', 'finger', 'n', 'nod', 'head', 'ur', 'rain', 'gone', 'lol', 'thxs', 'hit']"
3706,"['i', 'will', 'yeah', 'it', 'you', 'i', 'guarantee', 'will', 'dont', 'want', 'wait', 'long', 'seeing', 'you', 'fruit', 'basket', 'hahaha']"
3707,"['back', 'work', 'i', 'go']"
3708,"['pooooor', 'baby', 'my', 'dog', 'chachi', 'surgery', 'todayyyyy']"
3709,"['archie', 'proposes', 'veronica', 'latest', 'archie', 's', 'comic', 'the', 'longest', 'known', 'love', 'triangle', 'coming', 'end', 'poor', 'betty']"
3710,"['all', 'white', 'shoe', 'cringe', 'white', 'shoe', 'pause']"
3711,"['i', 'meant', 'lazy', 'work', 'prov']"
3712,"['haha', 'mon', 'do', 'want', 'send', 'it']"
3713,"['sooo', 'close', 'finishing', 'exam', 'role', 'monday', 'life', 'back']"
3714,"['up', 'early', 'class', 'blahh', 'hang', 'over', 'kiddi']"
3715,"['speakerphone', 'bestie', 'love', 'kid']"
3716,"['sigh', 'seos', 'submitting', 'client', 'site', 'contact', 'information', 'on', 'i', 'do', 'not', 'know', 'read']"
3717,"['am', 'sad', 'got', 'money', 'phone', 'ahh', 'lly', 'mitchel']"
3718,"['haha', 'sure', 'local', 'you', 'you', 'had', 'fight', 'it']"
3719,"['follow', 'ppl', 'interesting', 'doesnt', 'tweet']"
3720,"['now', 'i', 'need', 'keynote', 'one', 'at', 'i', 'know', 'go']"
3721,"['wish', 'nicky', 'hom']"
3722,"['no', 'gas', 'plus', 'money', 'desperation', 'that', 's', 'word', 'day']"
3723,['goodnight']
3724,"['i', 'am', 'loving', 'humidity', 'right', 'now', 'great', 'skin', 'another', 'love', 'will', 'not']"
3725,"['i', 'that', 'i', 'will', 'pc']"
3726,"['that', 'suck', 'majorly', 'hhhmmmnnn', 'i', 'am', 'thinking', 'i', 'would', 'have', 'said', 'self', 'tanner', 'good', 'concealer', 'i', 'am', 'stuck']"
3727,"['i', 'do', 'not']"
3728,"['awe', 'thank', 'you', 'good', 'morning', 'aswell']"
3729,"['n', 'end', 'wise', 'great', 'nite', 'excuse', 'i', 'dream', 'little', 'dream']"
3730,"['probably', 'coooolest', 'thing', 'we', 'hav']"
3731,"['_nichole', 'miss', 'earring', 'lol', 'let', 'know', 'clos']"
3732,"['_von_abe', 'i', 'idea', 'white', 'weird', 'bad']"
3733,"['good', 'morning', 'world', 'haha', 'fun', 'movie', 'night', 'school', 'now', 'hmm', 'new', 'shoe', 'bett']"
3734,"['got', 'party', 'suprisingly', 'awesome', 'need', 'dance', 'often', 'overall', 'awesome', 'night']"
3735,"['understand', 'said']"
3736,"['depends', 'drinking', 'drinking', 'mate', 'have', 'joke', 'fail']"
3737,"['deplurk', 'too', 'buhbyee']"
3738,"['oh', 'i', 'forget', 'thing', 'see', 'ahah', 'i', 'hated', 'that', 'it', 'creeped', 'out']"
3739,"['in', 'lazy', 'sunday', 'late', 'lunch', 'and', 'forget', 'buy', 'pr', 'we', 'are', 'pag']"
3740,"['looking', 'forward', 'tonight', 'can', 't', 'wait', 'ol', 'm']"
3741,"['voting', 'clos']"
3742,"['fish', 'chip', 'din', 'din']"
3743,"['news', 'flash', 'megaredpacket', 'your', 'instant', 'internet', 'empire', 'early', 'bird', 'launch', 'check', 'd']"
3744,"['going', 'walk', 'nmme', 'test', 'new', 'hiking', 'equipment', 'telescopic', 'trekking', 'pole', 'boot', 'coolmax', 'sock']"
3745,"['yukky', 'rainy', 'friday']"
3746,"['prayin', 'dad', 'wellington', 'fl', 'via', 'i', 'live', 'welly', 'may', 'pray', 'f']"
3747,"['figuring', 'twitter', 'thing', 'work']"
3748,"['going', 'bed', 'think', 'i', 'twitter', 'way', 'much']"
3749,"['ja', 'deze', 'interessanter', 'why', 'text', 'message', 'limited', 'character']"
3750,"['google', 'adsense', 'income', 'month', 'payment', 'indian', 'govt', 'happy', 'falling', 'publisher', 'sad']"
3751,"['me', 'again']"
3752,"['best', 'ib', 'exam', 'carl', 'i', 'hope', 'do', 'not', 'difficult', 'you']"
3753,"['thanks', 'lady', 'bummer', 'sure']"
3754,"['ok', 'sweet', 'u', 'want', 'i', 'stuck', 'bed', 'weekend']"
3755,"['i', 'work', 'group', 'hom']"
3756,"['hahaha', 'cartoon', 'mascot', 'go', 'virl', 'com', 'monster', 'nice', 'detail', 'good', 'shadow', 'realistic', 'tonsil']"
3757,"['miss', 'brother', 'day', 'till', 'get', 'bac', 'tennessee', 'said', 'singing', 'find', 'way', 'bac', 'tennessee', 'today', 'haha']"
3758,"['maybe', 'going', 'apartment', 'shopping', 'ashley']"
3759,"['wont', 'know', 'uni', 'result', 'year', 'th', 'july', 'earliest', 'hate', 'wait']"
3760,"['math', 'final', 'wish', 'luck']"
3761,"['omggg', 'crazy', 'cobra', 'wantewd', 'london']"
3762,"['currently', 'watching', 'supernatural', 'whilst', 'waiting', 'skin', 'com']"
3763,"['last', 'song', 'i']"
3764,"['got', 'twitter', 'friend', 'add', 'friend', 'twitt']"
3765,"['great', 'day', 'yesterday', 'good', 'win', 'forest', 'celebratory', 'staying', 'up', 'drink', 'trip', 'unsuccesful', 'bbq', 'stella', 'scream']"
3766,"['is', 'going', 'attempt', 'cook', 'chunky', 'beef', 'mushroom', 'pie', 'tonight', 'mmm', 'i', 'm', 'hungry', 'already']"
